# emoji_suggest_data.tsv — курируемые данные «слово → эмодзи» для полосы
# подсказок (миссия 1, docs/EMOJI-SUGGEST-PLAN.md). Формат строки:
# эмодзи<TAB>язык(ru|tt)<TAB>слово — одна строка на словоформу.
# Слова — нижний регистр, NFC, буквы соответствующего алфавита;
# normalize_word (scripts/dictionary_coverage.py). Полисемичные слова
# (см. DENYLIST в scripts/emoji_suggest_pack.py) сюда не входят.
# ===== эмоции и чувства (ru) =====
🤞	ru	удачей
👌	ru	ок
👌	ru	окей
🙌	ru	ура
👍	ru	супер
😎	ru	круто
😎	ru	крутой
😎	ru	крутая
✅	ru	готово
✅	ru	сделано
❗	ru	важно
⚠️	ru	внимание
❓	ru	вопрос
❓	ru	вопроса
❓	ru	вопросу
❓	ru	вопросом
❓	ru	вопросе
😉	ru	подмигивает
🤫	ru	тихо
🤫	ru	тсс
🤷	ru	непонятно
🤷	ru	безразлично
🙅	ru	отказ
🙅	ru	отказа
🙅	ru	отказом
# ===== животные (ru) =====
🐱	ru	кот
🐱	ru	кота
🐱	ru	коту
🐱	ru	котом
🐱	ru	коте
🐱	ru	кошка
🐱	ru	кошки
🐱	ru	кошке
🐱	ru	кошку
🐱	ru	кошкой
🐶	ru	собака
🐶	ru	собаки
🐶	ru	собаке
🐶	ru	собаку
🐶	ru	собакой
🐶	ru	пёс
🐶	ru	пса
🐶	ru	псу
🐶	ru	псом
🐶	ru	псе
🐶	ru	пес
🐶	ru	щенок
🐶	ru	щенка
🐶	ru	щенку
🐶	ru	щенком
🐶	ru	щенке
🦊	ru	лиса
🦊	ru	лисы
🦊	ru	лисе
🦊	ru	лису
🦊	ru	лисой
🐻	ru	медведь
🐻	ru	медведя
🐻	ru	медведю
🐻	ru	медведем
🐻	ru	медведе
🧸	ru	мишка
🧸	ru	мишки
🧸	ru	мишке
🧸	ru	мишку
🧸	ru	мишкой
🐼	ru	панда
🐼	ru	панды
🐼	ru	панде
🐼	ru	панду
🐼	ru	пандой
🐯	ru	тигр
🐯	ru	тигра
🐯	ru	тигру
🐯	ru	тигром
🐯	ru	тигре
🦁	ru	лев
🦁	ru	льва
🦁	ru	льву
🦁	ru	львом
🦁	ru	льве
🐮	ru	корова
🐮	ru	коровы
🐮	ru	корове
🐮	ru	корову
🐮	ru	коровой
🐂	ru	бык
🐂	ru	быка
🐂	ru	быку
🐂	ru	быком
🐂	ru	быке
🐷	ru	свинья
🐷	ru	свиньи
🐷	ru	свинье
🐷	ru	свинью
🐷	ru	свиньёй
🐷	ru	свиньей
🐸	ru	лягушка
🐸	ru	лягушки
🐸	ru	лягушке
🐸	ru	лягушку
🐸	ru	лягушкой
🐰	ru	заяц
🐰	ru	зайца
🐰	ru	зайцу
🐰	ru	зайцем
🐰	ru	зайце
🐰	ru	кролик
🐰	ru	кролика
🐰	ru	кролику
🐰	ru	кроликом
🐰	ru	кролике
🐔	ru	курица
🐔	ru	курицы
🐔	ru	курице
🐔	ru	курицу
🐔	ru	курицей
🐓	ru	петух
🐓	ru	петуха
🐓	ru	петуху
🐓	ru	петухом
🐓	ru	петухе
🐧	ru	пингвин
🐧	ru	пингвина
🐧	ru	пингвину
🐧	ru	пингвином
🐧	ru	пингвине
🐦	ru	птица
🐦	ru	птицы
🐦	ru	птице
🐦	ru	птицу
🐦	ru	птицей
🦅	ru	орёл
🦅	ru	орла
🦅	ru	орлу
🦅	ru	орлом
🦅	ru	орле
🦅	ru	орел
🦉	ru	сова
🦉	ru	совы
🦉	ru	сове
🦉	ru	сову
🦉	ru	совой
🐺	ru	волк
🐺	ru	волка
🐺	ru	волку
🐺	ru	волком
🐺	ru	волке
🐴	ru	лошадь
🐴	ru	лошади
🐴	ru	лошадью
🐎	ru	конь
🐎	ru	коня
🐎	ru	коню
🐎	ru	конём
🐎	ru	конем
🐎	ru	коне
🦄	ru	единорог
🦄	ru	единорога
🦄	ru	единорогу
🦄	ru	единорогом
🦄	ru	единороге
🐝	ru	пчела
🐝	ru	пчелы
🐝	ru	пчеле
🐝	ru	пчелу
🐝	ru	пчелой
🐝	ru	пчёлы
🦋	ru	бабочка
🦋	ru	бабочки
🦋	ru	бабочке
🦋	ru	бабочку
🦋	ru	бабочкой
🐛	ru	гусеница
🐛	ru	гусеницы
🐛	ru	гусенице
🐛	ru	гусеницу
🐛	ru	гусеницей
🐍	ru	змея
🐍	ru	змеи
🐍	ru	змее
🐍	ru	змею
🐍	ru	змеёй
🐍	ru	змеей
🐙	ru	осьминог
🐙	ru	осьминога
🐙	ru	осьминогу
🐙	ru	осьминогом
🐙	ru	осьминоге
🐟	ru	рыба
🐟	ru	рыбы
🐟	ru	рыбе
🐟	ru	рыбу
🐟	ru	рыбой
🐠	ru	рыбка
🐠	ru	рыбки
🐠	ru	рыбке
🐠	ru	рыбку
🐠	ru	рыбкой
🐬	ru	дельфин
🐬	ru	дельфина
🐬	ru	дельфину
🐬	ru	дельфином
🐬	ru	дельфине
🦈	ru	акула
🦈	ru	акулы
🦈	ru	акуле
🦈	ru	акулу
🦈	ru	акулой
🦆	ru	утка
🦆	ru	утки
🦆	ru	утке
🦆	ru	утку
🦆	ru	уткой
🐘	ru	слон
🐘	ru	слона
🐘	ru	слону
🐘	ru	слоном
🐘	ru	слоне
🦒	ru	жираф
🦒	ru	жирафа
🦒	ru	жирафу
🦒	ru	жирафом
🦒	ru	жирафе
🐒	ru	обезьяна
🐒	ru	обезьяны
🐒	ru	обезьяне
🐒	ru	обезьяну
🐒	ru	обезьяной
🐢	ru	черепаха
🐢	ru	черепахи
🐢	ru	черепахе
🐢	ru	черепаху
🐢	ru	черепахой
🦀	ru	краб
🦀	ru	краба
🦀	ru	крабу
🦀	ru	крабом
🦀	ru	крабе
🐊	ru	крокодил
🐊	ru	крокодила
🐊	ru	крокодилу
🐊	ru	крокодилом
🐊	ru	крокодиле
🐀	ru	крыса
🐀	ru	крысы
🐀	ru	крысе
🐀	ru	крысу
🐀	ru	крысой
🐹	ru	хомяк
🐹	ru	хомяка
🐹	ru	хомяку
🐹	ru	хомяком
🐹	ru	хомяке
🐑	ru	овца
🐑	ru	овцы
🐑	ru	овце
🐑	ru	овцу
🐑	ru	овцой
🐏	ru	баран
🐏	ru	барана
🐏	ru	барану
🐏	ru	бараном
🐏	ru	баране
🐐	ru	коза
🐐	ru	козы
🐐	ru	козе
🐐	ru	козу
🐐	ru	козой
🐐	ru	козёл
🐐	ru	козла
🐐	ru	козлу
🐐	ru	козлом
🐐	ru	козле
🐐	ru	козел
🕷️	ru	паук
🕷️	ru	паука
🕷️	ru	пауку
🕷️	ru	пауком
🕷️	ru	пауке
🐌	ru	улитка
🐌	ru	улитки
🐌	ru	улитке
🐌	ru	улитку
🐌	ru	улиткой
🦟	ru	комар
🦟	ru	комара
🦟	ru	комару
🦟	ru	комаром
🦟	ru	комаре
🐜	ru	муравей
🐜	ru	муравья
🐜	ru	муравью
🐜	ru	муравьём
🐜	ru	муравьем
🐜	ru	муравье
🕊️	ru	голубь
🕊️	ru	голубя
🕊️	ru	голубю
🕊️	ru	голубем
🕊️	ru	голубе
🦜	ru	попугай
🦜	ru	попугая
🦜	ru	попугаю
🦜	ru	попугаем
🦜	ru	попугае
🐉	ru	дракон
🐉	ru	дракона
🐉	ru	дракону
🐉	ru	драконом
🐉	ru	драконе
🦔	ru	ёж
🦔	ru	ежа
🦔	ru	ежу
🦔	ru	ежом
🦔	ru	еже
🦔	ru	еж
🦌	ru	олень
🦌	ru	оленя
🦌	ru	оленю
🦌	ru	оленем
🦌	ru	олене
🐪	ru	верблюд
🐪	ru	верблюда
🐪	ru	верблюду
🐪	ru	верблюдом
🐪	ru	верблюде
🐿️	ru	белка
🐿️	ru	белки
🐿️	ru	белке
🐿️	ru	белку
🐿️	ru	белкой
🦘	ru	кенгуру
🐨	ru	коала
🐨	ru	коалы
🐨	ru	коале
🐨	ru	коалу
🐨	ru	коалой
🦩	ru	фламинго
🦢	ru	лебедь
🦢	ru	лебедя
🦢	ru	лебедю
🦢	ru	лебедем
🦢	ru	лебеде
🐗	ru	кабан
🐗	ru	кабана
🐗	ru	кабану
🐗	ru	кабаном
🐗	ru	кабане
🦏	ru	носорог
🦏	ru	носорога
🦏	ru	носорогу
🦏	ru	носорогом
🦏	ru	носороге
🦛	ru	бегемот
🦛	ru	бегемота
🦛	ru	бегемоту
🦛	ru	бегемотом
🦛	ru	бегемоте
🦍	ru	горилла
🦍	ru	гориллы
🦍	ru	горилле
🦍	ru	гориллу
🦍	ru	гориллой
🦙	ru	лама
🦙	ru	ламы
🦙	ru	ламе
🦙	ru	ламу
🦙	ru	ламой
🦑	ru	кальмар
🦑	ru	кальмара
🦑	ru	кальмару
🦑	ru	кальмаром
🦑	ru	кальмаре
🦐	ru	креветка
🦐	ru	креветки
🦐	ru	креветке
🦐	ru	креветку
🦐	ru	креветкой
🪼	ru	медуза
🪼	ru	медузы
🪼	ru	медузе
🪼	ru	медузу
🪼	ru	медузой
# ===== еда и напитки (ru) =====
🍎	ru	яблоко
🍎	ru	яблока
🍎	ru	яблоку
🍎	ru	яблоком
🍎	ru	яблоке
🍊	ru	мандарин
🍊	ru	мандарина
🍊	ru	мандарину
🍊	ru	мандарином
🍊	ru	мандарине
🍊	ru	апельсин
🍊	ru	апельсина
🍊	ru	апельсину
🍊	ru	апельсином
🍊	ru	апельсине
🍋	ru	лимон
🍋	ru	лимона
🍋	ru	лимону
🍋	ru	лимоном
🍋	ru	лимоне
🍌	ru	банан
🍌	ru	банана
🍌	ru	банану
🍌	ru	бананом
🍌	ru	банане
🍉	ru	арбуз
🍉	ru	арбуза
🍉	ru	арбузу
🍉	ru	арбузом
🍉	ru	арбузе
🍇	ru	виноград
🍇	ru	винограда
🍇	ru	винограду
🍇	ru	виноградом
🍇	ru	винограде
🍓	ru	клубника
🍓	ru	клубники
🍓	ru	клубнике
🍓	ru	клубнику
🍓	ru	клубникой
🍒	ru	вишня
🍒	ru	вишни
🍒	ru	вишне
🍒	ru	вишню
🍒	ru	вишней
🍑	ru	персик
🍑	ru	персика
🍑	ru	персику
🍑	ru	персиком
🍑	ru	персике
🍅	ru	помидор
🍅	ru	помидора
🍅	ru	помидору
🍅	ru	помидором
🍅	ru	помидоре
🍅	ru	томат
🍅	ru	томата
🍅	ru	томату
🍅	ru	томатом
🍅	ru	томате
🥕	ru	морковь
🥕	ru	моркови
🥕	ru	морковью
🥕	ru	морковка
🥕	ru	морковки
🥕	ru	морковку
🥕	ru	морковкой
🥔	ru	картошка
🥔	ru	картошки
🥔	ru	картошке
🥔	ru	картошку
🥔	ru	картошкой
🥔	ru	картофель
🥔	ru	картофеля
🥔	ru	картофелю
🥔	ru	картофелем
🥔	ru	картофеле
🍞	ru	хлеб
🍞	ru	хлеба
🍞	ru	хлебу
🍞	ru	хлебом
🍞	ru	хлебе
🧀	ru	сыр
🧀	ru	сыра
🧀	ru	сыру
🧀	ru	сыром
🧀	ru	сыре
🍕	ru	пицца
🍕	ru	пиццы
🍕	ru	пицце
🍕	ru	пиццу
🍕	ru	пиццей
🍔	ru	бургер
🍔	ru	бургера
🍔	ru	бургеру
🍔	ru	бургером
🍔	ru	бургере
🍔	ru	гамбургер
🍔	ru	гамбургера
🍔	ru	гамбургеру
🍔	ru	гамбургером
🍔	ru	гамбургере
🌭	ru	хотдог
🌭	ru	хотдога
🌭	ru	хотдогу
🌭	ru	хотдогом
🌭	ru	хотдоге
🥪	ru	сэндвич
🥪	ru	сэндвича
🥪	ru	сэндвичу
🥪	ru	сэндвичем
🥪	ru	сэндвиче
🥪	ru	бутерброд
🥪	ru	бутерброда
🥪	ru	бутерброду
🥪	ru	бутербродом
🥪	ru	бутерброде
🍳	ru	яичница
🍳	ru	яичницы
🍳	ru	яичнице
🍳	ru	яичницу
🍳	ru	яичницей
🥚	ru	яйцо
🥚	ru	яйца
🥚	ru	яйцу
🥚	ru	яйцом
🥚	ru	яйце
🥗	ru	салат
🥗	ru	салата
🥗	ru	салату
🥗	ru	салатом
🥗	ru	салате
🍿	ru	попкорн
🍿	ru	попкорна
🍿	ru	попкорну
🍿	ru	попкорном
🍿	ru	попкорне
🍜	ru	лапша
🍜	ru	лапши
🍜	ru	лапше
🍜	ru	лапшу
🍜	ru	лапшой
🍣	ru	суши
🍦	ru	мороженое
🍦	ru	мороженого
🍦	ru	мороженому
🍦	ru	мороженым
🍦	ru	мороженом
🍪	ru	печенье
🍪	ru	печенья
🍪	ru	печенью
🍪	ru	печеньем
🎂	ru	торт
🎂	ru	торта
🎂	ru	торту
🎂	ru	тортом
🎂	ru	торте
🥧	ru	пирог
🥧	ru	пирога
🥧	ru	пирогу
🥧	ru	пирогом
🥧	ru	пироге
🧁	ru	кекс
🧁	ru	кекса
🧁	ru	кексу
🧁	ru	кексом
🧁	ru	кексе
🍰	ru	пирожное
🍰	ru	пирожного
🍰	ru	пирожному
🍰	ru	пирожным
🍰	ru	пирожном
🍩	ru	пончик
🍩	ru	пончика
🍩	ru	пончику
🍩	ru	пончиком
🍩	ru	пончике
🍫	ru	шоколад
🍫	ru	шоколада
🍫	ru	шоколаду
🍫	ru	шоколадом
🍫	ru	шоколаде
🍬	ru	конфета
🍬	ru	конфеты
🍬	ru	конфете
🍬	ru	конфету
🍬	ru	конфетой
🍬	ru	конфет
🍯	ru	мёд
🍯	ru	мёда
🍯	ru	мёду
🍯	ru	мёдом
🍯	ru	мёде
🍯	ru	мед
🍯	ru	меда
🍯	ru	меду
🍯	ru	медом
🍯	ru	меде
🥛	ru	молоко
🥛	ru	молока
🥛	ru	молоку
🥛	ru	молоком
🥛	ru	молоке
☕	ru	кофе
🍵	ru	чай
🍵	ru	чая
🍵	ru	чаю
🍵	ru	чаем
🍵	ru	чае
🧃	ru	сок
🧃	ru	сока
🧃	ru	соку
🧃	ru	соком
🧃	ru	соке
🍺	ru	пиво
🍺	ru	пива
🍺	ru	пиву
🍺	ru	пивом
🍺	ru	пиве
🍷	ru	вино
🍷	ru	вина
🍷	ru	вину
🍷	ru	вином
🍷	ru	вине
🍾	ru	шампанское
🍾	ru	шампанского
🍾	ru	шампанскому
🍾	ru	шампанским
🍾	ru	шампанском
🍸	ru	коктейль
🍸	ru	коктейля
🍸	ru	коктейлю
🍸	ru	коктейлем
🍸	ru	коктейле
💧	ru	вода
💧	ru	воды
💧	ru	воде
💧	ru	воду
💧	ru	водой
🥩	ru	мясо
🥩	ru	мяса
🥩	ru	мясу
🥩	ru	мясом
🥩	ru	мясе
🥓	ru	бекон
🥓	ru	бекона
🥓	ru	бекону
🥓	ru	беконом
🥓	ru	беконе
🍚	ru	рис
🍚	ru	риса
🍚	ru	рису
🍚	ru	рисом
🍚	ru	рисе
🍝	ru	паста
🍝	ru	пасты
🍝	ru	пасте
🍝	ru	пасту
🍝	ru	пастой
🍝	ru	спагетти
🍲	ru	суп
🍲	ru	супа
🍲	ru	супу
🍲	ru	супом
🍲	ru	супе
🍲	ru	еда
🍲	ru	еды
🍲	ru	еде
🍲	ru	едой
🥞	ru	блины
🥞	ru	блинов
🥞	ru	блинам
🥞	ru	блинами
🥞	ru	блинах
🥞	ru	блин
🥞	ru	блина
🥞	ru	блину
🥞	ru	блином
🥞	ru	блине
🧇	ru	вафли
🧇	ru	вафель
🧇	ru	вафлям
🧇	ru	вафлями
🧇	ru	вафлях
🍮	ru	пудинг
🍮	ru	пудинга
🍮	ru	пудингу
🍮	ru	пудингом
🍮	ru	пудинге
🥐	ru	круассан
🥐	ru	круассана
🥐	ru	круассану
🥐	ru	круассаном
🥐	ru	круассане
🥖	ru	батон
🥖	ru	батона
🥖	ru	батону
🥖	ru	батоном
🥖	ru	батоне
🧂	ru	соль
🧂	ru	соли
🧂	ru	солю
🧂	ru	солью
🥬	ru	капуста
🥬	ru	капусты
🥬	ru	капусте
🥬	ru	капусту
🥬	ru	капустой
🥦	ru	брокколи
🍄	ru	гриб
🍄	ru	гриба
🍄	ru	грибу
🍄	ru	грибом
🍄	ru	грибе
🍄	ru	грибы
🍄	ru	грибов
🍄	ru	грибами
🥜	ru	орех
🥜	ru	ореха
🥜	ru	ореху
🥜	ru	орехом
🥜	ru	орехе
🥜	ru	орехи
🥜	ru	орехов
🥥	ru	кокос
🥥	ru	кокоса
🥥	ru	кокосу
🥥	ru	кокосом
🥥	ru	кокосе
🥝	ru	киви
🍍	ru	ананас
🍍	ru	ананаса
🍍	ru	ананасу
🍍	ru	ананасом
🍍	ru	ананасе
🥭	ru	манго
🍐	ru	груша
🍐	ru	груши
🍐	ru	груше
🍐	ru	грушу
🍐	ru	грушей
🥑	ru	авокадо
🥒	ru	огурец
🥒	ru	огурца
🥒	ru	огурцу
🥒	ru	огурцом
🥒	ru	огурце
🍆	ru	баклажан
🍆	ru	баклажана
🍆	ru	баклажану
🍆	ru	баклажаном
🍆	ru	баклажане
🌶️	ru	перец
🌶️	ru	перца
🌶️	ru	перцу
🌶️	ru	перцем
🌶️	ru	перце
🧄	ru	чеснок
🧄	ru	чеснока
🧄	ru	чесноку
🧄	ru	чесноком
🧄	ru	чесноке
🥫	ru	консервы
🥫	ru	консервов
🥫	ru	консервами
# ===== природа и погода (ru) =====
☀️	ru	солнце
☀️	ru	солнца
☀️	ru	солнцу
☀️	ru	солнцем
☀️	ru	солнышко
🌙	ru	луна
🌙	ru	луны
🌙	ru	луне
🌙	ru	луну
🌙	ru	луной
⭐	ru	звезда
⭐	ru	звезды
⭐	ru	звезде
⭐	ru	звезду
⭐	ru	звездой
⭐	ru	звёзды
⭐	ru	звёзд
🌈	ru	радуга
🌈	ru	радуги
🌈	ru	радуге
🌈	ru	радугу
🌈	ru	радугой
☁️	ru	облако
☁️	ru	облака
☁️	ru	облаку
☁️	ru	облаком
☁️	ru	облаке
☁️	ru	облаков
☁️	ru	туча
☁️	ru	тучи
☁️	ru	туче
☁️	ru	тучу
☁️	ru	тучей
🌧️	ru	дождь
🌧️	ru	дождя
🌧️	ru	дождю
🌧️	ru	дождём
🌧️	ru	дождем
🌧️	ru	дожде
🌧️	ru	ливень
🌧️	ru	ливня
🌧️	ru	ливню
🌧️	ru	ливнем
🌧️	ru	ливне
❄️	ru	снег
❄️	ru	снега
❄️	ru	снегу
❄️	ru	снегом
❄️	ru	снеге
❄️	ru	снежинка
❄️	ru	снежинки
❄️	ru	снежинке
❄️	ru	снежинку
❄️	ru	снежинкой
⛄	ru	снеговик
⛄	ru	снеговика
⛄	ru	снеговику
⛄	ru	снеговиком
⛄	ru	снеговике
🌨️	ru	снегопад
🌨️	ru	снегопада
🌨️	ru	снегопаду
🌨️	ru	снегопадом
🌨️	ru	снегопаде
🌊	ru	море
🌊	ru	моря
🌊	ru	морю
🌊	ru	морем
🌊	ru	океан
🌊	ru	океана
🌊	ru	океану
🌊	ru	океаном
🌊	ru	океане
🌊	ru	волна
🌊	ru	волны
🌊	ru	волне
🌊	ru	волну
🌊	ru	волной
🌩️	ru	гроза
🌩️	ru	грозы
🌩️	ru	грозе
🌩️	ru	грозу
🌩️	ru	грозой
🌪️	ru	ураган
🌪️	ru	урагана
🌪️	ru	урагану
🌪️	ru	ураганом
🌪️	ru	урагане
🌪️	ru	торнадо
🌫️	ru	туман
🌫️	ru	тумана
🌫️	ru	туману
🌫️	ru	туманом
🌫️	ru	тумане
🌬️	ru	ветер
🌬️	ru	ветра
🌬️	ru	ветру
🌬️	ru	ветром
🌬️	ru	ветре
🥵	ru	жара
🥵	ru	жары
🥵	ru	жаре
🥵	ru	жару
🥵	ru	жарой
❄️	ru	холод
❄️	ru	холода
❄️	ru	холоду
❄️	ru	холодом
❄️	ru	холоде
🥶	ru	мороз
🥶	ru	мороза
🥶	ru	морозу
🥶	ru	морозом
🥶	ru	морозе
🌸	ru	цветок
🌸	ru	цветка
🌸	ru	цветку
🌸	ru	цветком
🌸	ru	цветке
💐	ru	цветы
💐	ru	цветов
💐	ru	цветам
💐	ru	цветами
💐	ru	цветах
💐	ru	букет
💐	ru	букета
💐	ru	букету
💐	ru	букетом
💐	ru	букете
🌹	ru	роза
🌹	ru	розы
🌹	ru	розе
🌹	ru	розу
🌹	ru	розой
🌷	ru	тюльпан
🌷	ru	тюльпана
🌷	ru	тюльпану
🌷	ru	тюльпаном
🌷	ru	тюльпане
🌼	ru	ромашка
🌼	ru	ромашки
🌼	ru	ромашке
🌼	ru	ромашку
🌼	ru	ромашкой
🌻	ru	подсолнух
🌻	ru	подсолнуха
🌻	ru	подсолнуху
🌻	ru	подсолнухом
🌻	ru	подсолнухе
🎄	ru	ёлка
🎄	ru	ёлки
🎄	ru	ёлке
🎄	ru	ёлку
🎄	ru	ёлкой
🎄	ru	елка
🎄	ru	елки
🎄	ru	елке
🎄	ru	елку
🎄	ru	елкой
🌳	ru	дерево
🌳	ru	дерева
🌳	ru	дереву
🌳	ru	деревом
🌳	ru	дереве
🌳	ru	деревья
🌳	ru	деревьев
🌳	ru	деревьями
🌴	ru	пальма
🌴	ru	пальмы
🌴	ru	пальме
🌴	ru	пальму
🌴	ru	пальмой
🍂	ru	осень
🍂	ru	осени
🍂	ru	осенью
🍂	ru	листья
🍂	ru	листьев
🍂	ru	листьями
⛰️	ru	гора
⛰️	ru	горы
⛰️	ru	гору
⛰️	ru	горой
🏜️	ru	пустыня
🏜️	ru	пустыни
🏜️	ru	пустыне
🏜️	ru	пустыню
🏜️	ru	пустыней
🏝️	ru	остров
🏝️	ru	острова
🏝️	ru	острову
🏝️	ru	островом
🏝️	ru	острове
🏖️	ru	пляж
🏖️	ru	пляжа
🏖️	ru	пляжу
🏖️	ru	пляжем
🏖️	ru	пляже
🌋	ru	вулкан
🌋	ru	вулкана
🌋	ru	вулкану
🌋	ru	вулканом
🌋	ru	вулкане
🌅	ru	рассвет
🌅	ru	рассвета
🌅	ru	рассвету
🌅	ru	рассветом
🌅	ru	рассвете
🌇	ru	закат
🌇	ru	заката
🌇	ru	закату
🌇	ru	закатом
🌇	ru	закате
🌌	ru	космос
🌌	ru	космоса
🌌	ru	космосу
🌌	ru	космосом
🌌	ru	космосе
🔥	ru	огонь
🔥	ru	огня
🔥	ru	огню
